cutoff_label,metric_key,n_callers,subsamples,defined_correlations,undefined_correlations,rho_q025,rho_median,rho_q975,full_rho_same_pairs_q025,full_rho_same_pairs_median,full_rho_same_pairs_q975,rho_change_short_minus_full_q025,rho_change_short_minus_full_median,rho_change_short_minus_full_q975,pairs_median,rated_callers_median
first_30s,sylber_duration,3,2000,1877,123,-0.8944271909999159,-0.07355315439158835,0.828229104727678,-0.7637626158259733,0.5245683178400762,0.8944271909999159,-1.476971996726912,-0.5659051004835747,0.9928914005737554,13.0,2.0
first_30s,sylber_duration,5,2000,1981,19,-0.7067441296145278,-0.04679014636142722,0.5882599581961383,-0.2186147491282688,0.511573173970848,0.759476009016726,-1.1876551375145672,-0.5535859031547298,0.4030757548750165,20.0,4.0
first_30s,sylber_duration,8,2000,2000,0,-0.5493642836368678,-0.03930193610395544,0.3996351321419106,0.09758462785613452,0.5056747348653501,0.7075061360835423,-1.010307011192883,-0.5333942656407824,0.020933039945329527,33.0,6.0
first_30s,sylber_duration,10,2000,2000,0,-0.4806782178470545,-0.04459554948451507,0.33550486131708207,0.13057326816239512,0.4927884094678274,0.6726830916382655,-0.9218083733224861,-0.5298361053399503,-0.05344045597507695,42.0,7.0
first_30s,sylber_duration,15,2000,2000,0,-0.3664956716851269,-0.030952604266561545,0.25100225730213616,0.26130169374522416,0.49610056486801224,0.6367670746015721,-0.8409551582260173,-0.5261483552913617,-0.19013657571885237,62.0,11.0
first_30s,sylber_duration,20,2000,2000,0,-0.30087853030321876,-0.03342006261891776,0.19737001757172365,0.31711006196912345,0.4978311119482634,0.6120011476979976,-0.7646645054778096,-0.5310329531666775,-0.2614445542312918,82.0,15.0
first_30s,sylber_duration,30,2000,2000,0,-0.21384629864775984,-0.03232358208122492,0.12390477665482319,0.3824496538764525,0.494057087137326,0.5753185441018795,-0.6975155772405212,-0.522880548720663,-0.353542945364566,124.0,22.0
first_30s,sylber_duration,40,2000,2000,0,-0.14954997662791875,-0.029886441100553315,0.0709404403437549,0.42498654001310016,0.49296887233839126,0.5525148295397505,-0.6376797548342069,-0.5243483539055812,-0.4090034337176385,166.0,29.0
first_30s,sylber_duration,56,1,1,0,-0.031685877085460584,-0.031685877085460584,-0.031685877085460584,0.4925303834415539,0.4925303834415539,0.4925303834415539,-0.5242162605270145,-0.5242162605270145,-0.5242162605270145,232.0,41.0
first_1m,sylber_duration,2,2000,1844,156,-0.8944271909999159,0.06299407883487121,0.8944271909999159,-0.8944271909999159,0.5307374539958217,0.8944271909999159,-1.3416407864998738,-0.3906482847211461,0.7171371656006362,12.0,2.0
first_1m,sylber_duration,3,2000,1971,29,-0.6932106182590159,0.10617381596105112,0.7894706182250902,-0.5669467095138409,0.5267669466704314,0.8642403147428598,-1.1134515913826497,-0.3908606298442065,0.5643615341777224,15.0,3.0
first_1m,sylber_duration,5,2000,2000,0,-0.46893755050046054,0.10833284401489122,0.5775740963605038,-0.1556997888323046,0.5150492758421032,0.7659356406687767,-0.8654901716721585,-0.39156878556527663,0.19631060977837064,26.0,4.0
first_1m,sylber_duration,8,2000,2000,0,-0.3286083460826053,0.11323743087195391,0.45254972998376897,0.15659865784282037,0.5171746081831388,0.7090456326992106,-0.7589802913593507,-0.3962661534174978,-0.010926807360484224,41.0,7.0
first_1m,sylber_duration,10,2000,2000,0,-0.2565939003918565,0.10721203270550135,0.41674835368741997,0.19678086330200154,0.5062001310403901,0.6792824899988746,-0.6847271686537632,-0.3933135189397241,-0.07738580401284041,51.0,9.0
first_1m,sylber_duration,15,2000,2000,0,-0.16481300219160752,0.11506069941827032,0.35685444826963264,0.3051933734629851,0.5108586088545106,0.6533757846932825,-0.6255700922120199,-0.3917114541111753,-0.155906123962908,76.0,13.0
first_1m,sylber_duration,20,2000,2000,0,-0.11044602771683003,0.11614012823712143,0.3169014943762711,0.3549354557846098,0.5126155504198933,0.6253303701324776,-0.5891437655360984,-0.3945962514977731,-0.19498061749462048,101.0,17.0
first_1m,sylber_duration,30,2000,2000,0,-0.04061036749321262,0.11456952282702673,0.2591327646861668,0.41137086783841914,0.5104099126270193,0.5917977953246202,-0.5242764862706752,-0.3943811165627735,-0.2552333399025399,152.0,26.0
first_1m,sylber_duration,40,2000,2000,0,0.021385702396377035,0.11778846663207666,0.20866712371119542,0.4438451708344179,0.5111638622673611,0.5675222156239036,-0.47745799355380475,-0.3936864056943954,-0.30285872618579573,203.0,34.0
first_1m,sylber_duration,56,1,1,0,0.11632308788000639,0.11632308788000639,0.11632308788000639,0.5098393800496138,0.5098393800496138,0.5098393800496138,-0.39351629216960743,-0.39351629216960743,-0.39351629216960743,283.0,48.0
first_2m,sylber_duration,2,2000,1901,99,-0.8783100656536799,0.299897447653771,0.8944271909999159,-0.8783100656536799,0.5343114224266292,0.8944271909999159,-0.9789402895052494,-0.17212052978799863,0.7171371656006362,13.0,2.0
first_2m,sylber_duration,3,2000,1992,8,-0.7006490497453707,0.295288531448591,0.7522975819609059,-0.5554263684597753,0.5259716638848818,0.8510644963469901,-0.766145679008905,-0.19518001458970669,0.44398353459244355,15.0,3.0
first_2m,sylber_duration,5,2000,2000,0,-0.31740137318996753,0.287412477513994,0.5964376370604728,-0.15952707558044227,0.5105994040859883,0.761695583969699,-0.5213027479317937,-0.21182959667761858,0.1402261637440459,27.0,5.0
first_2m,sylber_duration,8,2000,2000,0,-0.11987057355779634,0.28710128352301734,0.5246198903654854,0.13626758578105772,0.5148184722933109,0.7097201468343953,-0.4595407799692523,-0.219106374513231,-0.020736193047813104,43.0,7.0
first_2m,sylber_duration,10,2000,2000,0,-0.06502462838756415,0.28264892495377303,0.5000487716633941,0.15822796631745384,0.503591640666194,0.6821195148285768,-0.42524563651502617,-0.21871779331689256,-0.041994218968096346,54.0,9.0
first_2m,sylber_duration,15,2000,2000,0,0.034548718057678854,0.2854710877247829,0.4550609700529946,0.2764544328954566,0.5059953140005626,0.651447343915149,-0.35748051723973284,-0.22210333642014468,-0.0850996914913024,78.0,14.0
first_2m,sylber_duration,20,2000,2000,0,0.1004498612072431,0.2818626674955774,0.42719410221088006,0.33552466327058583,0.5036038733442241,0.6290253767804401,-0.3334822561756192,-0.22265957219806315,-0.12147818270622034,104.0,18.0
first_2m,sylber_duration,30,2000,2000,0,0.15392011681981657,0.2777336338167158,0.384486062451454,0.39280101501996756,0.5045610124881977,0.592752444208282,-0.29871932699166015,-0.22461204648790525,-0.15465832435889953,158.0,27.0
first_2m,sylber_duration,40,2000,2000,0,0.20359912851858844,0.2799642203679116,0.35458862202983144,0.4339608478272459,0.5039286055706967,0.5643589928368425,-0.27367679580988574,-0.22234325256871013,-0.17262537165031966,209.0,36.0
first_2m,sylber_duration,56,1,1,0,0.2791295810607104,0.2791295810607104,0.2791295810607104,0.5034084634830779,0.5034084634830779,0.5034084634830779,-0.2242788824223675,-0.2242788824223675,-0.2242788824223675,294.0,51.0
first_3m,sylber_duration,2,2000,1901,99,-0.8783100656536799,0.398561539633092,0.8783100656536799,-0.8783100656536799,0.5343114224266292,0.8944271909999159,-0.7598457809222139,-0.09749481969409457,0.47809144373375745,13.0,2.0
first_3m,sylber_duration,3,2000,1992,8,-0.5937318001254848,0.3930106347376423,0.763836992193256,-0.5554263684597753,0.5259716638848818,0.8510644963469901,-0.5501885650292966,-0.11508518512613589,0.25478130648974345,15.0,3.0
first_3m,sylber_duration,5,2000,2000,0,-0.32203692089299196,0.37847995262494405,0.6737999844143742,-0.15952707558044227,0.5105994040859883,0.761695583969699,-0.39891159440213225,-0.12347997916737916,0.07432423493837882,27.0,5.0
first_3m,sylber_duration,8,2000,2000,0,-0.04769275449239795,0.38226321160568366,0.6135258347522524,0.13626758578105772,0.5148184722933109,0.7097201468343953,-0.31853137056452574,-0.12886919406489383,0.006428812574102389,43.0,7.0
first_3m,sylber_duration,10,2000,2000,0,-0.014475664705478135,0.36935767770713496,0.5894149034223917,0.15822796631745384,0.503591640666194,0.6821195148285768,-0.29332790862301594,-0.1296379505442519,-0.004246859097663597,54.0,9.0
first_3m,sylber_duration,15,2000,2000,0,0.12003327114861219,0.3739399555472581,0.5473139253619417,0.2764544328954566,0.5059953140005626,0.651447343915149,-0.24333682668665996,-0.1273051323582849,-0.03472701509792628,78.0,14.0
first_3m,sylber_duration,20,2000,2000,0,0.17224818068638417,0.37547909830098275,0.5180141486857884,0.33552466327058583,0.5036038733442241,0.6290253767804401,-0.21973810155741588,-0.13062875630185666,-0.05245059432092484,104.0,18.0
first_3m,sylber_duration,30,2000,2000,0,0.24303066700403944,0.3699891171791244,0.4762710873839539,0.39280101501996756,0.5045610124881977,0.592752444208282,-0.19261326510182192,-0.13168980545791267,-0.07889306689121561,158.0,27.0
first_3m,sylber_duration,40,2000,2000,0,0.2889282941116403,0.37201510477143507,0.4458153020523811,0.4339608478272459,0.5039286055706967,0.5643589928368425,-0.17128189734136096,-0.1317360065389048,-0.09452300907563037,209.0,36.0
first_3m,sylber_duration,56,1,1,0,0.3709514545519309,0.3709514545519309,0.3709514545519309,0.5034084634830779,0.5034084634830779,0.5034084634830779,-0.13245700893114698,-0.13245700893114698,-0.13245700893114698,294.0,51.0
first_5m,sylber_duration,2,2000,1901,99,-0.8783100656536799,0.48751995531906345,0.8944271909999159,-0.8783100656536799,0.5343114224266292,0.8944271909999159,-0.5971777955436646,-0.019968491283326395,0.6324555320336758,13.0,2.0
first_5m,sylber_duration,3,2000,1992,8,-0.5420653401993911,0.46661761597067936,0.8771264517624391,-0.5554263684597753,0.5259716638848818,0.8510644963469901,-0.43715348199257925,-0.044438421520165444,0.3273268353539886,15.0,3.0
first_5m,sylber_duration,5,2000,2000,0,-0.22855651855172252,0.44921412943122413,0.7291394251106734,-0.15952707558044227,0.5105994040859883,0.761695583969699,-0.2694314338458065,-0.05283478523538013,0.12111644368268447,27.0,5.0
first_5m,sylber_duration,8,2000,2000,0,0.04168392395120585,0.4597593095289272,0.680934498482539,0.13626758578105772,0.5148184722933109,0.7097201468343953,-0.20567989014251395,-0.053919332539301174,0.05552705438569242,43.0,7.0
first_5m,sylber_duration,10,2000,2000,0,0.09488570968958869,0.446772586668237,0.6424799243639614,0.15822796631745384,0.503591640666194,0.6821195148285768,-0.18813648873709932,-0.05223934189210311,0.04486569967315792,54.0,9.0
first_5m,sylber_duration,15,2000,2000,0,0.20463915842357389,0.45008136496815065,0.6065513217691622,0.2764544328954566,0.5059953140005626,0.651447343915149,-0.13352819473643004,-0.05355952791187718,0.0157287597927692,78.0,14.0
first_5m,sylber_duration,20,2000,2000,0,0.2635907161348196,0.4489075203308465,0.5810116673466614,0.33552466327058583,0.5036038733442241,0.6290253767804401,-0.12039896008061916,-0.05408916838647004,0.003113614080246854,104.0,18.0
first_5m,sylber_duration,30,2000,2000,0,0.32496584447268645,0.4487066024165659,0.5471430456217835,0.39280101501996756,0.5045610124881977,0.592752444208282,-0.09721684074304057,-0.05542386770067334,-0.014792627392817689,158.0,27.0
first_5m,sylber_duration,40,2000,2000,0,0.3755503788272593,0.44823824620491504,0.5160535234363474,0.4339608478272459,0.5039286055706967,0.5643589928368425,-0.08231614216476138,-0.0552179006479083,-0.028282036090917548,209.0,36.0
first_5m,sylber_duration,56,1,1,0,0.4486835036960827,0.4486835036960827,0.4486835036960827,0.5034084634830779,0.5034084634830779,0.5034084634830779,-0.05472495978699521,-0.05472495978699521,-0.05472495978699521,294.0,51.0
full,sylber_duration,2,2000,1901,99,-0.8783100656536799,0.5343114224266292,0.8944271909999159,-0.8783100656536799,0.5343114224266292,0.8944271909999159,0.0,0.0,0.0,13.0,2.0
full,sylber_duration,3,2000,1992,8,-0.5554263684597753,0.5259716638848818,0.8510644963469901,-0.5554263684597753,0.5259716638848818,0.8510644963469901,0.0,0.0,0.0,15.0,3.0
full,sylber_duration,5,2000,2000,0,-0.15952707558044227,0.5105994040859883,0.761695583969699,-0.15952707558044227,0.5105994040859883,0.761695583969699,0.0,0.0,0.0,27.0,5.0
full,sylber_duration,8,2000,2000,0,0.13626758578105772,0.5148184722933109,0.7097201468343953,0.13626758578105772,0.5148184722933109,0.7097201468343953,0.0,0.0,0.0,43.0,7.0
full,sylber_duration,10,2000,2000,0,0.15822796631745384,0.503591640666194,0.6821195148285768,0.15822796631745384,0.503591640666194,0.6821195148285768,0.0,0.0,0.0,54.0,9.0
full,sylber_duration,15,2000,2000,0,0.2764544328954566,0.5059953140005626,0.651447343915149,0.2764544328954566,0.5059953140005626,0.651447343915149,0.0,0.0,0.0,78.0,14.0
full,sylber_duration,20,2000,2000,0,0.33552466327058583,0.5036038733442241,0.6290253767804401,0.33552466327058583,0.5036038733442241,0.6290253767804401,0.0,0.0,0.0,104.0,18.0
full,sylber_duration,30,2000,2000,0,0.39280101501996756,0.5045610124881977,0.592752444208282,0.39280101501996756,0.5045610124881977,0.592752444208282,0.0,0.0,0.0,158.0,27.0
full,sylber_duration,40,2000,2000,0,0.4339608478272459,0.5039286055706967,0.5643589928368425,0.4339608478272459,0.5039286055706967,0.5643589928368425,0.0,0.0,0.0,209.0,36.0
full,sylber_duration,56,1,1,0,0.5034084634830779,0.5034084634830779,0.5034084634830779,0.5034084634830779,0.5034084634830779,0.5034084634830779,0.0,0.0,0.0,294.0,51.0
first_30s,sylber_npvi,2,2000,1632,368,-0.8944271909999159,-0.21375975903584263,0.8944271909999159,-0.8944271909999159,0.08247424897827492,0.8295105951655521,-1.2240062464175154,-0.16343118533964474,1.3575561481591056,8.0,2.0
first_30s,sylber_npvi,3,2000,1877,123,-0.8728715609439693,-0.16237693561727734,0.7651178850556992,-0.8944271909999159,0.07858672026843579,0.6957889704498907,-1.0184329015995135,-0.15821033667775758,1.3416407864998738,13.0,2.0
first_30s,sylber_npvi,5,2000,1981,19,-0.5376258011251602,-0.12043024052391657,0.5640102657353697,-0.7976092819752423,0.08219412238898453,0.5486873474761393,-0.790739527304305,-0.17027924937639366,0.9759000729485332,20.0,4.0
first_30s,sylber_npvi,8,2000,2000,0,-0.400818075558085,-0.11290993228963875,0.3361006972203695,-0.4257834943749312,0.11394873123943898,0.44298279355947145,-0.6527316197789516,-0.19881746804767791,0.4765603283806677,33.0,6.0
first_30s,sylber_npvi,10,2000,2000,0,-0.3650145794339581,-0.11443701129168195,0.249187065655234,-0.33922482458304576,0.10425454049979932,0.41341438902768995,-0.6019650889034669,-0.21248729765112745,0.27579691184507005,42.0,7.0
first_30s,sylber_npvi,15,2000,2000,0,-0.3230028979091229,-0.11851682054744231,0.1292133343416349,-0.19364611535444262,0.11903049886041811,0.3514483790030525,-0.525077266937948,-0.22807855022240123,0.14114075413353702,62.0,11.0
first_30s,sylber_npvi,20,2000,2000,0,-0.28496620361404706,-0.1205324429737652,0.08859362981495307,-0.12870305852003333,0.11521119934478488,0.3025326319375917,-0.4738713085466819,-0.23228047658444662,0.0684734174175258,82.0,15.0
first_30s,sylber_npvi,30,2000,2000,0,-0.23466033116969753,-0.11858454412293848,0.013810284113015997,-0.04939066025827195,0.11652318257721753,0.24915308576982426,-0.40026275484963825,-0.2318144639542538,-0.02799341501322892,124.0,22.0
first_30s,sylber_npvi,40,2000,2000,0,-0.19618795798214617,-0.11788278718649817,-0.03133900076019001,0.012096576216621866,0.12054849350783783,0.20663009129598767,-0.3433981271915442,-0.2388891122229467,-0.09684538259194697,166.0,29.0
first_30s,sylber_npvi,56,1,1,0,-0.119664427248809,-0.119664427248809,-0.119664427248809,0.11860946366713909,0.11860946366713909,0.11860946366713909,-0.23827389091594808,-0.23827389091594808,-0.23827389091594808,232.0,41.0
first_1m,sylber_npvi,2,2000,1844,156,-0.8944271909999159,-0.12039118210498106,0.7632382643419787,-0.8944271909999159,0.07166010983851402,0.7171371656006361,-0.8934889344515369,-0.14464758190238694,1.3416407864998738,12.0,2.0
first_1m,sylber_npvi,3,2000,1971,29,-0.7950191362265737,-0.0909225921988655,0.657507599055074,-0.8728715609439693,0.08359051110404551,0.6481193122417277,-0.8162592620710544,-0.17124920745438765,0.9804603977836075,15.0,3.0
first_1m,sylber_npvi,5,2000,2000,0,-0.5669467095138409,-0.06471861406849552,0.4550797717710225,-0.5993628605842338,0.09008343192507823,0.5225790415824572,-0.6434298590561155,-0.1642574867113583,0.6510780251642821,26.0,4.0
first_1m,sylber_npvi,8,2000,2000,0,-0.39515560046768866,-0.052925782129346045,0.3282050360149854,-0.32625677741917464,0.11438497050357718,0.423150030937012,-0.5504321627221795,-0.1651424127673174,0.3517219263335822,41.0,7.0
first_1m,sylber_npvi,10,2000,2000,0,-0.34205794449598725,-0.05573551427118837,0.26429996699503117,-0.2582514090781618,0.11540372004449972,0.3847973481701486,-0.4908423921617817,-0.17202344204540768,0.25567016782154434,51.0,9.0
first_1m,sylber_npvi,15,2000,2000,0,-0.28323264470060605,-0.05479472765971376,0.18268466657939425,-0.13923253828126111,0.11754456361386514,0.33142388495195235,-0.42062988485460506,-0.17227779101061272,0.12587322571882226,76.0,13.0
first_1m,sylber_npvi,20,2000,2000,0,-0.23583487075156528,-0.05316289044722096,0.13643310669857,-0.0835315738191564,0.12311304576064357,0.2881585520895449,-0.3848478007377753,-0.16770671774949003,0.08308198518066315,101.0,17.0
first_1m,sylber_npvi,30,2000,2000,0,-0.18169107965978082,-0.05048858710144091,0.07713797346189497,-0.01937156572451911,0.12028632529734748,0.23715622877914166,-0.3248467163139965,-0.17157476180459602,-0.006027517961318726,152.0,26.0
first_1m,sylber_npvi,40,2000,2000,0,-0.13586069065268258,-0.05399690158279851,0.03369681660126213,0.02952544127564128,0.12039833047279762,0.20025891144650498,-0.26908280660162753,-0.17371140509582084,-0.05866763565882469,203.0,34.0
first_1m,sylber_npvi,56,1,1,0,-0.052711461529662614,-0.052711461529662614,-0.052711461529662614,0.1214022958557653,0.1214022958557653,0.1214022958557653,-0.17411375738542792,-0.17411375738542792,-0.17411375738542792,283.0,48.0
first_2m,sylber_npvi,2,2000,1901,99,-0.7637626158259733,-0.051157181340598885,0.8783100656536799,-0.8944271909999159,0.04876814154594281,0.7185180683963587,-0.760482899127952,-0.0900132055775322,1.7566201313073597,13.0,2.0
first_2m,sylber_npvi,3,2000,1992,8,-0.5983660736054125,-0.03492284065420899,0.7637626158259733,-0.8728715609439693,0.0627110943687121,0.6522142816080049,-0.6607712477812024,-0.10324923235199862,1.2588158224537438,15.0,3.0
first_2m,sylber_npvi,5,2000,2000,0,-0.4009252550509407,-0.02704746526920235,0.4703108934751365,-0.5877211875596752,0.07604115551789958,0.5108406372127868,-0.5258841658968602,-0.12292254730740251,0.6978390778618024,27.0,5.0
first_2m,sylber_npvi,8,2000,2000,0,-0.3354824877896778,-0.019798901330175218,0.3470038538990681,-0.34049866689737346,0.11065068512421522,0.4253434815519664,-0.47211693085174916,-0.13566595132866952,0.3741800817078817,43.0,7.0
first_2m,sylber_npvi,10,2000,2000,0,-0.295225957796587,-0.027430270798052103,0.2724356796246305,-0.2731847396003959,0.10935979909787918,0.39146389511422697,-0.41557433341653455,-0.13092257173763655,0.2867756431910298,54.0,9.0
first_2m,sylber_npvi,15,2000,2000,0,-0.22052435786540725,-0.02501763934013375,0.20415093502365214,-0.15121065749488385,0.12049152349107106,0.33360541702239993,-0.35421647702906195,-0.14523269814632267,0.15428547166555548,78.0,14.0
first_2m,sylber_npvi,20,2000,2000,0,-0.18893681771854984,-0.023947369203836114,0.14525547112873893,-0.09392464785559988,0.11830260518791512,0.2886406657742667,-0.3255159312969567,-0.14284470649587577,0.08156762624590162,104.0,18.0
first_2m,sylber_npvi,30,2000,2000,0,-0.14048294007070286,-0.02695006572142311,0.09156223569017216,-0.022988044219746772,0.1188954735700076,0.23975614838319506,-0.2719220920780241,-0.14436673161226682,0.010906550195405403,158.0,27.0
first_2m,sylber_npvi,40,2000,2000,0,-0.10241551234902267,-0.02559908403055165,0.054343180870325365,0.018727471025526403,0.12124665984713358,0.19915002522805025,-0.23213508531211138,-0.1459374244830716,-0.04470848380314793,209.0,36.0
first_2m,sylber_npvi,56,1,1,0,-0.025592626063868768,-0.025592626063868768,-0.025592626063868768,0.12062344063067887,0.12062344063067887,0.12062344063067887,-0.14621606669454765,-0.14621606669454765,-0.14621606669454765,294.0,51.0
first_3m,sylber_npvi,2,2000,1901,99,-0.8944271909999159,-0.0213051610070063,0.8783100656536799,-0.8944271909999159,0.04876814154594281,0.7185180683963587,-0.6257114564255933,-0.0006899208143551494,1.1999999999999997,13.0,2.0
first_3m,sylber_npvi,3,2000,1992,8,-0.6910672464630458,0.010017277842923122,0.7464410860307304,-0.8728715609439693,0.0627110943687121,0.6522142816080049,-0.5554880811802504,-0.035175883647649966,0.8968519304931003,15.0,3.0
first_3m,sylber_npvi,5,2000,2000,0,-0.4493283138785252,0.013475698433762527,0.4738727103264431,-0.5877211875596752,0.07604115551789958,0.5108406372127868,-0.4279256831018474,-0.051217230899956764,0.4563141785253868,27.0,5.0
first_3m,sylber_npvi,8,2000,2000,0,-0.3044777223304217,0.03666274354929764,0.38534230879052594,-0.34049866689737346,0.11065068512421522,0.4253434815519664,-0.3450967706395218,-0.06030666161562728,0.2582415228043509,43.0,7.0
first_3m,sylber_npvi,10,2000,2000,0,-0.23954529475121036,0.039862804776059094,0.3310148986186551,-0.2731847396003959,0.10935979909787918,0.39146389511422697,-0.3015840591792018,-0.06223524392856219,0.22251673330787883,54.0,9.0
first_3m,sylber_npvi,15,2000,2000,0,-0.16975526034549218,0.04142972435303621,0.26432365312950135,-0.15121065749488385,0.12049152349107106,0.33360541702239993,-0.2550234110810188,-0.07322056845247432,0.14450417224293335,78.0,14.0
first_3m,sylber_npvi,20,2000,2000,0,-0.13205580614878518,0.04308112467039485,0.21285079394784914,-0.09392464785559988,0.11830260518791512,0.2886406657742667,-0.21794186155379064,-0.07533891519294898,0.09519583710054999,104.0,18.0
first_3m,sylber_npvi,30,2000,2000,0,-0.08158894916291136,0.040413331976173916,0.1557212594101535,-0.022988044219746772,0.1188954735700076,0.23975614838319506,-0.1801366254627891,-0.07571596672953752,0.03259963044442978,158.0,27.0
first_3m,sylber_npvi,40,2000,2000,0,-0.03941046091864293,0.04567324042795855,0.11982921461593556,0.018727471025526403,0.12124665984713358,0.19915002522805025,-0.1427046202088235,-0.07736990221804724,0.0002476207037271283,209.0,36.0
first_3m,sylber_npvi,56,1,1,0,0.04419401151306253,0.04419401151306253,0.04419401151306253,0.12062344063067887,0.12062344063067887,0.12062344063067887,-0.07642942911761634,-0.07642942911761634,-0.07642942911761634,294.0,51.0
first_5m,sylber_npvi,2,2000,1901,99,-0.8944271909999159,0.08778265478269706,0.7580047405769328,-0.8944271909999159,0.04876814154594281,0.7185180683963587,-0.4472135954999579,0.005339036387795981,0.8406680016960502,13.0,2.0
first_5m,sylber_npvi,3,2000,1992,8,-0.7637626158259733,0.08781544386218956,0.6837810122246671,-0.8728715609439693,0.0627110943687121,0.6522142816080049,-0.3923343436060601,0.020048750554677544,0.5455447255899809,15.0,3.0
first_5m,sylber_npvi,5,2000,2000,0,-0.5024415910805479,0.09675326340171737,0.5285572846824363,-0.5877211875596752,0.07604115551789958,0.5108406372127868,-0.23277717224627206,0.021020663315832782,0.3246739395036664,27.0,5.0
first_5m,sylber_npvi,8,2000,2000,0,-0.3068794996854815,0.11232829041120158,0.43796710611988776,-0.34049866689737346,0.11065068512421522,0.4253434815519664,-0.16652312609663605,0.0029809190825290655,0.1811327456992591,43.0,7.0
first_5m,sylber_npvi,10,2000,2000,0,-0.23093674183607316,0.11627161319492768,0.38886832379418873,-0.2731847396003959,0.10935979909787918,0.39146389511422697,-0.1419023152981353,0.0072330575950583995,0.1690340013254001,54.0,9.0
first_5m,sylber_npvi,15,2000,2000,0,-0.14285913315727458,0.11803445342841715,0.3275259602237889,-0.15121065749488385,0.12049152349107106,0.33360541702239993,-0.10786145364902305,0.00265796228525458,0.11518958497672878,78.0,14.0
first_5m,sylber_npvi,20,2000,2000,0,-0.08855756530207953,0.11778242880105946,0.2919027248675656,-0.09392464785559988,0.11830260518791512,0.2886406657742667,-0.08936669534630207,-0.0006462893862221736,0.09505679433408072,104.0,18.0
first_5m,sylber_npvi,30,2000,2000,0,-0.025606014578108235,0.11559470505558261,0.23717746289392008,-0.022988044219746772,0.1188954735700076,0.23975614838319506,-0.06091038103203434,-0.0027755188046921023,0.062413178062280666,158.0,27.0
first_5m,sylber_npvi,40,2000,2000,0,0.02095667055037489,0.11848333763763086,0.19346579149856025,0.018727471025526403,0.12124665984713358,0.19915002522805025,-0.04546508326077189,-0.003047261355655091,0.0397860436517795,209.0,36.0
first_5m,sylber_npvi,56,1,1,0,0.11722186442522975,0.11722186442522975,0.11722186442522975,0.12062344063067887,0.12062344063067887,0.12062344063067887,-0.0034015762054491194,-0.0034015762054491194,-0.0034015762054491194,294.0,51.0
full,sylber_npvi,2,2000,1901,99,-0.8944271909999159,0.04876814154594281,0.7185180683963587,-0.8944271909999159,0.04876814154594281,0.7185180683963587,0.0,0.0,0.0,13.0,2.0
full,sylber_npvi,3,2000,1992,8,-0.8728715609439693,0.0627110943687121,0.6522142816080049,-0.8728715609439693,0.0627110943687121,0.6522142816080049,0.0,0.0,0.0,15.0,3.0
full,sylber_npvi,5,2000,2000,0,-0.5877211875596752,0.07604115551789958,0.5108406372127868,-0.5877211875596752,0.07604115551789958,0.5108406372127868,0.0,0.0,0.0,27.0,5.0
full,sylber_npvi,8,2000,2000,0,-0.34049866689737346,0.11065068512421522,0.4253434815519664,-0.34049866689737346,0.11065068512421522,0.4253434815519664,0.0,0.0,0.0,43.0,7.0
full,sylber_npvi,10,2000,2000,0,-0.2731847396003959,0.10935979909787918,0.39146389511422697,-0.2731847396003959,0.10935979909787918,0.39146389511422697,0.0,0.0,0.0,54.0,9.0
full,sylber_npvi,15,2000,2000,0,-0.15121065749488385,0.12049152349107106,0.33360541702239993,-0.15121065749488385,0.12049152349107106,0.33360541702239993,0.0,0.0,0.0,78.0,14.0
full,sylber_npvi,20,2000,2000,0,-0.09392464785559988,0.11830260518791512,0.2886406657742667,-0.09392464785559988,0.11830260518791512,0.2886406657742667,0.0,0.0,0.0,104.0,18.0
full,sylber_npvi,30,2000,2000,0,-0.022988044219746772,0.1188954735700076,0.23975614838319506,-0.022988044219746772,0.1188954735700076,0.23975614838319506,0.0,0.0,0.0,158.0,27.0
full,sylber_npvi,40,2000,2000,0,0.018727471025526403,0.12124665984713358,0.19915002522805025,0.018727471025526403,0.12124665984713358,0.19915002522805025,0.0,0.0,0.0,209.0,36.0
full,sylber_npvi,56,1,1,0,0.12062344063067887,0.12062344063067887,0.12062344063067887,0.12062344063067887,0.12062344063067887,0.12062344063067887,0.0,0.0,0.0,294.0,51.0
first_30s,sylber_final_lengthening,2,2000,1632,368,-0.8819364188565829,0.09759000729485331,0.8944271909999159,-0.8944271909999159,-0.15376974024387274,0.7944613465542745,-0.9914378918569295,0.19518001458970666,1.424634174586752,8.0,2.0
first_30s,sylber_final_lengthening,3,2000,1877,123,-0.4851184199322682,0.08774639101349538,0.8944271909999159,-0.8243178784623898,-0.12745624319667456,0.674199862463242,-0.6831570243633188,0.19678617477555171,1.3416407864998738,13.0,2.0
first_30s,sylber_final_lengthening,5,2000,1981,19,-0.34751705883420164,0.09162116201978589,0.7614564092205389,-0.6276459144608478,-0.11663517718147184,0.5108788788900741,-0.4311218406504541,0.19231062041606012,1.0009148552248268,20.0,4.0
first_30s,sylber_final_lengthening,8,2000,2000,0,-0.2612244910949714,0.09471531557338772,0.5787401057949568,-0.469805526402968,-0.10940788345422475,0.3313197342720706,-0.27422082348595744,0.19141616138941195,0.7523862389018362,33.0,6.0
